OverallQual,GrLivArea,Neighborhood,YearBuilt,YearRemodAdd,OverallCond,TotalBsmtSF,BsmtFinSF1,1stFlrSF,2ndFlrSF,GarageCars,GarageArea,GarageType,GarageFinish,GarageYrBlt,FullBath,HalfBath,TotRmsAbvGrd,KitchenQual,ExterQual,BsmtQual,BsmtExposure,Fireplaces,FireplaceQu,LotArea,LotFrontage,MSSubClass,MSZoning,HouseStyle,OpenPorchSF,SalePrice
6,1167,Gilbert,1992,1992,6,1158,560,1167,0,2,400,Attchd,RFn,1992.0,2,0,6,Gd,TA,Gd,No,0,Npfireplace,9248,65.0,20,RL,1Story,26,173000
5,1142,MeadowV,1976,1976,5,1142,874,1142,0,2,528,Attchd,Fin,1976.0,1,1,6,TA,TA,Gd,No,1,Po,4224,44.0,120,RM,1Story,90,134000
5,1352,ClearCr,1958,1958,4,1062,300,1352,0,1,288,BuiltIn,Unf,1958.0,1,0,6,Gd,TA,TA,Av,0,Npfireplace,6930,92.0,80,RL,SLvl,0,130000
8,1924,NoRidge,1998,1998,5,1086,956,1086,838,2,592,Attchd,RFn,1998.0,2,1,7,Gd,Gd,Gd,Av,1,TA,12011,78.0,60,RL,2Story,75,280000
6,912,Mitchel,1978,1978,6,888,773,912,0,2,470,Attchd,RFn,1978.0,1,0,5,TA,TA,Gd,Av,1,TA,7540,75.5,85,RL,SFoyer,0,156000
5,1505,BrkSide,1940,1982,5,883,399,988,517,1,240,Detchd,Unf,1940.0,1,0,8,TA,TA,TA,No,0,Npfireplace,9144,51.0,50,RL,1.5Fin,0,145000
7,1922,Edwards,2003,2003,5,0,0,495,1427,2,672,BuiltIn,RFn,2003.0,3,0,7,Gd,Gd,NoBasement,NoBasement,1,Ex,7301,64.0,85,RL,SFoyer,0,198500
6,987,BrDale,1972,2007,8,483,162,483,504,1,264,Detchd,Unf,1972.0,1,1,5,Gd,TA,TA,No,0,Npfireplace,1680,21.0,160,RM,2Story,0,118000
6,1574,NWAmes,1976,1976,5,796,712,790,784,2,566,Attchd,Fin,1976.0,2,1,6,TA,TA,Gd,Mn,1,TA,18800,80.0,60,RL,2Story,111,190000
5,1344,IDOTRR,1920,1997,7,672,456,672,672,1,468,Detchd,Unf,1964.0,1,0,6,TA,TA,TA,No,0,Npfireplace,10690,59.0,70,RM,2Story,128,147000
6,1394,NAmes,1963,1963,5,1394,609,1394,0,2,514,Attchd,RFn,1963.0,1,1,6,TA,TA,Gd,No,2,Gd,9500,73.0,20,RL,1Story,76,159000
6,1431,NAmes,1962,1962,5,1099,371,1431,0,1,296,Basment,RFn,1962.0,1,0,6,TA,TA,Gd,Gd,1,Gd,9150,101.0,80,RL,SLvl,110,165000
5,1268,NAmes,1954,1954,6,1268,540,1268,0,1,244,Attchd,Fin,1954.0,1,0,7,TA,TA,TA,No,1,Gd,7800,78.0,20,RL,1Story,98,132000
5,1287,NAmes,1959,2006,7,1063,72,1287,0,2,576,Detchd,Fin,1997.0,1,0,7,Gd,TA,TA,No,1,Gd,9830,73.0,20,RL,1Story,17,162000
6,1664,Gilbert,2000,2000,5,953,0,953,711,2,460,Attchd,RFn,2000.0,2,1,7,TA,TA,Gd,No,1,TA,8121,65.0,60,RL,2Story,40,172400
4,1588,ClearCr,1959,1959,4,0,0,1120,468,2,680,Detchd,Fin,1991.0,2,0,7,TA,TA,NoBasement,NoBasement,1,Gd,17120,80.0,50,RL,1.5Fin,59,134432
6,752,SawyerW,1984,1984,5,744,623,752,0,1,264,Attchd,Unf,1984.0,1,0,4,TA,TA,Gd,No,0,Npfireplace,7175,50.0,120,RL,1Story,0,125000
5,1319,NAmes,1953,1953,6,608,428,1319,0,1,270,Attchd,Unf,1953.0,1,0,5,TA,TA,TA,No,0,Npfireplace,10634,79.0,20,RL,1Story,0,123000
7,1928,CollgCr,2003,2004,5,847,0,847,1081,2,434,BuiltIn,Fin,2003.0,2,1,8,Gd,Gd,Gd,No,1,Gd,8200,65.0,60,RL,2Story,48,219500
1,904,Edwards,1922,1950,1,683,350,904,0,0,0,NoGarage,NoGarage,0.0,0,1,4,Fa,Fa,Fa,Gd,0,Npfireplace,10020,67.0,30,RL,1Story,0,61000
5,914,CollgCr,1996,1996,5,870,298,914,0,2,576,Detchd,Unf,1998.0,1,0,5,TA,Gd,Gd,Av,0,Npfireplace,8846,57.0,85,RL,SFoyer,0,148000
8,2466,Somerst,2004,2005,5,1580,0,1580,886,2,610,Attchd,RFn,2004.0,3,0,8,Gd,Gd,Gd,No,1,Gd,11143,102.0,60,FV,2Story,214,340000
9,1856,StoneBr,2010,2010,2,1856,1445,1856,0,3,834,Attchd,Fin,2010.0,1,1,8,Ex,Gd,Ex,Av,1,Ex,11394,88.0,20,RL,1Story,0,394432
6,1800,Gilbert,2000,2000,5,982,0,1007,793,2,463,Attchd,Fin,2000.0,2,1,7,TA,TA,Gd,No,1,TA,8123,60.0,60,RL,2Story,63,179000
5,1691,SWISU,1924,1950,6,1026,218,1026,665,1,308,Detchd,Unf,1924.0,2,0,6,Gd,TA,TA,No,1,Gd,5000,50.0,50,RL,1.5Fin,0,127000
7,1301,Somerst,2006,2006,5,1293,0,1301,0,2,572,Attchd,RFn,2006.0,2,0,5,Gd,Gd,Gd,No,1,Gd,7200,60.0,20,FV,1Story,121,187750
7,1797,CollgCr,2006,2006,5,939,0,939,858,2,639,Attchd,RFn,2006.0,2,1,8,Gd,Gd,Gd,Av,0,Npfireplace,9245,79.0,60,RL,2Story,53,213500
6,784,SawyerW,1928,1950,3,784,0,784,0,2,360,Detchd,Unf,1950.0,1,0,5,TA,TA,Fa,No,0,Npfireplace,9000,60.0,45,RH,1.5Unf,0,76000
6,1953,ClearCr,1992,1992,5,1580,985,1079,874,2,501,Attchd,Fin,1992.0,2,1,9,Gd,Gd,Gd,Av,2,Fa,53107,80.0,60,RL,2Story,231,240000
8,1269,Blmngtn,2004,2005,5,1256,24,1269,0,2,430,Attchd,Fin,2004.0,2,0,6,Gd,Gd,Gd,No,1,TA,3182,43.0,120,RL,1Story,20,192000
5,1184,Edwards,1910,1996,3,658,0,658,526,0,0,NoGarage,NoGarage,0.0,1,0,8,TA,TA,TA,No,0,Npfireplace,8410,58.0,50,RL,1.5Fin,151,81000
6,1125,Edwards,1976,1976,6,1041,631,1125,0,1,352,Detchd,Unf,1977.0,1,0,6,TA,TA,TA,Av,1,Fa,7200,72.0,80,RL,SLvl,0,125000
7,1479,CollgCr,1999,2000,5,1468,0,1479,0,2,577,Attchd,RFn,1999.0,2,0,6,Gd,Gd,Gd,No,0,Npfireplace,9382,93.0,20,RL,1Story,25,191000
10,2332,NridgHt,2007,2008,5,1682,1280,1742,590,3,846,BuiltIn,Fin,2008.0,2,1,9,Ex,Ex,Ex,Av,1,Ex,12474,96.0,60,RL,2Story,134,426000
5,1367,Edwards,1900,1950,8,861,241,961,406,1,384,Detchd,Unf,1978.0,1,0,7,TA,TA,TA,No,0,Npfireplace,8405,50.0,50,RL,1.5Fin,130,119000
6,1961,Mitchel,2001,2002,5,804,690,804,1157,2,560,BuiltIn,Fin,2001.0,2,1,7,Gd,TA,Ex,No,1,TA,12209,71.0,60,RL,2Story,192,215000
5,882,NAmes,1959,1959,7,0,0,882,0,1,294,Attchd,RFn,1959.0,1,0,5,TA,TA,NoBasement,NoBasement,0,Npfireplace,8339,73.0,20,RL,1Story,0,106500
4,788,BrkSide,1941,1950,5,788,266,788,0,0,0,NoGarage,NoGarage,0.0,1,0,4,TA,TA,TA,No,2,TA,7446,51.0,30,RL,1Story,0,100000
5,1034,OldTown,1940,1950,6,735,0,735,299,1,240,Detchd,Unf,1940.0,1,0,5,TA,TA,TA,No,0,Npfireplace,10134,60.0,50,RL,1.5Fin,39,109000
5,1144,Edwards,1956,1956,6,1144,739,1144,0,1,596,Attchd,Unf,1956.0,1,0,6,TA,TA,TA,Av,0,Npfireplace,9571,68.0,20,RL,1Story,0,129000
5,894,CollgCr,1972,1972,5,894,777,894,0,2,600,Detchd,RFn,1985.0,1,0,6,TA,TA,TA,Av,0,Npfireplace,7200,60.0,20,RL,1Story,0,123000
5,1812,NAmes,1962,1962,5,864,540,876,936,1,264,Attchd,RFn,1962.0,2,0,8,TA,TA,TA,No,1,TA,7590,69.0,60,RL,2Story,168,169500
5,1077,IDOTRR,1920,1950,2,961,0,1077,0,1,338,Detchd,Unf,1920.0,1,0,6,TA,TA,Fa,No,0,Npfireplace,8967,60.0,30,RM,1Story,0,67000
7,1550,Somerst,2006,2007,5,1092,812,1112,438,2,438,Attchd,Fin,2007.0,2,0,7,Gd,Gd,Gd,No,0,Npfireplace,8125,65.0,60,FV,2Story,168,241000
8,1288,Veenker,1996,1996,5,1260,786,1288,0,2,500,Attchd,Fin,1996.0,1,1,4,Ex,Gd,Gd,No,2,Gd,14963,38.0,120,RL,1Story,30,245500
7,1310,CollgCr,2005,2005,5,1310,24,1310,0,2,400,Attchd,Fin,2005.0,2,0,6,Gd,Gd,Gd,Av,1,Gd,8767,65.0,20,RL,1Story,0,164990
5,672,Sawyer,1940,1997,8,672,0,672,0,1,240,Detchd,Unf,1940.0,1,0,4,TA,TA,TA,No,0,Npfireplace,10200,60.0,30,RL,1Story,0,108000
8,2263,NoRidge,1998,1998,5,1141,0,1165,1098,2,420,BuiltIn,Fin,1998.0,2,1,10,Gd,Gd,Gd,No,1,TA,12090,93.0,60,RL,2Story,123,258000
6,1572,Gilbert,1995,1996,5,806,0,806,766,2,373,BuiltIn,Fin,1995.0,2,1,7,TA,TA,Gd,No,1,TA,10364,65.0,60,RL,2Story,40,168000
4,1620,Sawyer,1976,1993,4,1281,1116,1620,0,2,490,Attchd,Unf,1993.0,2,0,8,TA,TA,TA,No,1,TA,9991,70.0,20,RL,1Story,78,150000
6,1639,SWISU,1936,1950,5,1064,0,1166,0,1,240,Detchd,Unf,1936.0,1,0,6,TA,TA,TA,No,0,Npfireplace,10480,51.0,50,RL,1.5Fin,0,115000
6,1680,Crawfor,1915,1976,7,840,0,840,840,1,308,Attchd,Unf,1960.0,2,0,8,TA,TA,Gd,No,0,Npfireplace,15576,63.0,70,RL,2Story,0,177000
7,2172,NridgHt,2006,2006,5,1063,0,1071,1101,3,947,Attchd,RFn,2006.0,2,1,9,Gd,Gd,Ex,No,1,Gd,14154,109.0,60,RL,2Story,62,280000
8,2078,Somerst,2007,2008,5,1034,789,1050,1028,3,836,Attchd,Fin,2008.0,2,1,8,Ex,Gd,Ex,No,1,Gd,10800,85.0,60,FV,2Story,102,339750
5,1276,Edwards,1958,1958,3,1276,0,1276,0,1,350,Attchd,Unf,1958.0,1,0,5,TA,TA,TA,No,0,Npfireplace,9571,68.0,20,RL,1Story,0,60000
5,1056,Gilbert,1955,1955,5,1056,1056,1056,0,2,572,Attchd,Fin,1955.0,1,0,5,TA,TA,TA,Mn,0,Npfireplace,34650,100.0,190,RL,1Story,0,145000
7,1478,Somerst,2009,2009,5,1470,578,1478,0,2,484,Attchd,Fin,2009.0,2,1,7,Gd,Ex,Ex,Av,1,Gd,4403,72.0,20,FV,1Story,144,222000
5,1028,OldTown,1927,1950,6,1008,0,1028,0,2,360,Detchd,Unf,1927.0,1,0,5,TA,TA,TA,No,1,Gd,8960,56.0,30,RM,1Story,0,115000
7,2097,SawyerW,1993,1993,5,1080,50,1080,1017,3,678,Attchd,Unf,1993.0,2,1,9,Gd,Gd,Gd,No,1,TA,11228,59.0,60,RL,2Story,187,228000
7,1340,Gilbert,2007,2007,5,1340,24,1340,0,2,396,Attchd,Fin,2007.0,2,0,6,Gd,Gd,Gd,Av,0,Npfireplace,8899,73.0,20,RL,1Story,30,181134
6,1400,Sawyer,1978,1978,7,672,209,672,728,2,440,Attchd,Fin,1978.0,1,1,6,TA,TA,TA,No,1,TA,7844,74.0,60,RL,2Story,0,149500
6,2624,Crawfor,1918,1950,6,1370,1128,1370,1254,3,864,Detchd,Unf,1918.0,2,1,10,TA,TA,Gd,No,1,Gd,22420,86.0,70,RL,2Story,0,239000
5,1134,Edwards,1940,1950,6,756,312,756,378,1,240,Detchd,Unf,1940.0,1,1,7,TA,TA,TA,No,0,Npfireplace,8160,60.0,50,RL,1.5Fin,0,126000
5,1056,NAmes,1968,1968,6,1056,775,1056,0,1,304,Attchd,Unf,1968.0,1,0,6,TA,TA,TA,No,1,Fa,8450,65.0,20,RL,1Story,85,142000
7,1344,Mitchel,1997,1998,5,1344,1309,1344,0,4,784,Attchd,Fin,1997.0,2,0,8,TA,TA,Gd,Gd,0,Npfireplace,7060,78.0,90,RM,SFoyer,0,206300
6,1602,NWAmes,1977,2000,7,1602,1246,1602,0,2,529,Attchd,Fin,1977.0,2,0,8,Gd,Gd,Gd,No,1,TA,16635,80.0,20,RL,1Story,0,215000
5,988,Mitchel,1954,1954,5,988,0,988,0,2,520,Attchd,RFn,1954.0,1,0,4,TA,TA,TA,No,0,Npfireplace,21750,100.0,20,RL,1Story,0,113000
8,2630,NoRidge,1998,1998,5,1470,986,1470,1160,3,696,Attchd,Fin,1998.0,2,1,8,Gd,Gd,Gd,No,1,TA,9200,80.0,60,RL,2Story,66,315000
6,1196,NAmes,1956,1956,5,1196,616,1196,0,1,297,Attchd,RFn,1956.0,1,0,6,TA,TA,Gd,No,1,Gd,9000,72.0,20,RL,1Story,44,139000
7,1389,OldTown,1946,1992,8,651,0,707,682,1,240,Detchd,Unf,1947.0,1,1,6,TA,TA,TA,No,2,Gd,3378,60.0,60,RM,2Story,0,135000
7,1644,SawyerW,1989,1989,5,1518,1518,1644,0,2,569,Attchd,Fin,1989.0,2,0,5,Gd,Gd,Gd,Gd,1,TA,12800,68.0,80,RL,SLvl,0,275000
4,907,NAmes,1957,1957,6,907,288,907,0,1,352,Detchd,Unf,1964.0,1,0,5,TA,TA,TA,No,0,Npfireplace,8593,77.0,20,RL,1Story,0,109008
7,1208,CollgCr,2007,2007,5,1208,664,1208,0,2,628,Attchd,RFn,2007.0,2,0,6,Gd,Gd,Gd,No,0,Npfireplace,6762,64.0,20,RL,1Story,54,195400
6,1412,Timber,1988,1988,5,1392,1005,1412,0,2,576,Attchd,Unf,1988.0,2,0,6,Gd,TA,Gd,Mn,1,TA,11457,130.0,20,RL,1Story,0,175000
6,987,BrDale,1971,1971,5,483,387,483,504,1,264,Detchd,Unf,1971.0,1,1,4,TA,TA,TA,No,0,Npfireplace,1680,21.0,160,RM,2Story,0,85400
6,1198,OldTown,1920,1998,7,901,0,1088,110,0,0,NoGarage,NoGarage,0.0,1,0,7,TA,TA,TA,No,0,Npfireplace,5586,60.0,50,RM,1.5Fin,98,79900
5,1365,BrDale,1971,1971,5,765,471,765,600,2,440,Detchd,Unf,1971.0,1,1,6,TA,TA,TA,No,0,Npfireplace,1920,24.0,160,RM,2Story,36,122500
6,1604,Gilbert,1997,1998,5,926,0,926,678,2,470,Attchd,Fin,1997.0,2,1,7,TA,TA,Gd,No,1,TA,10839,100.0,60,RL,2Story,36,181000
4,630,MeadowV,1972,1972,7,630,495,630,0,0,0,NoGarage,NoGarage,0.0,1,0,3,TA,TA,Gd,Av,0,Npfireplace,1890,21.0,180,RM,SFoyer,0,81000
7,1661,CollgCr,1996,1996,6,799,385,827,834,2,550,Attchd,RFn,1996.0,2,1,6,Gd,Gd,Gd,Av,1,TA,10667,43.0,60,RL,2Story,61,212000
6,1118,OldTown,1920,1950,8,648,0,734,384,2,440,Detchd,Unf,1990.0,1,0,6,TA,TA,Fa,No,0,Npfireplace,4400,40.0,50,RM,1.5Fin,0,116000
6,904,BrkSide,1926,2004,7,884,0,904,0,1,180,Detchd,Unf,1926.0,1,0,4,TA,Gd,TA,No,0,Npfireplace,6000,50.0,45,RM,1.5Unf,0,119000
5,694,Crawfor,1913,2002,6,440,365,694,0,1,352,Detchd,Unf,1990.0,1,0,4,Gd,TA,TA,No,1,Gd,4280,40.0,30,RL,1Story,0,90350
6,1196,Edwards,1920,2000,8,684,0,684,512,2,528,Detchd,Unf,2005.0,1,0,7,Gd,TA,TA,Mn,0,Npfireplace,12354,67.0,50,RL,1.5Fin,46,110000
10,2402,NridgHt,2008,2008,5,3094,1767,2402,0,3,672,Attchd,Fin,2008.0,2,0,10,Ex,Ex,Ex,Gd,2,Gd,15431,105.0,20,RL,1Story,72,555000
4,1440,Edwards,1955,1955,4,1440,133,1440,0,0,0,NoGarage,NoGarage,0.0,2,0,8,Fa,TA,TA,No,0,Npfireplace,12108,92.0,90,RL,1Story,0,118000
5,1573,BrkSide,1930,1992,7,1078,0,1128,445,2,360,Detchd,Unf,1930.0,2,0,8,TA,TA,TA,No,1,Gd,6240,52.0,50,RM,1.5Fin,0,162900
7,1258,Blmngtn,2006,2007,5,1258,0,1258,0,3,648,Attchd,Fin,2007.0,2,0,6,Gd,Gd,Ex,Av,1,Gd,3922,53.0,120,RL,1Story,16,172500
7,1908,CollgCr,1994,1995,5,915,642,933,975,2,493,Attchd,Unf,1994.0,2,1,8,Gd,Gd,Gd,No,1,TA,8750,70.0,60,RL,2Story,133,210000
6,1689,Edwards,1956,1956,5,1436,0,1689,0,2,480,Attchd,Unf,1956.0,1,0,7,TA,TA,TA,No,1,Gd,9855,73.0,20,RL,1Story,0,127500
6,1888,NAmes,1966,2002,6,1517,247,1888,0,2,578,Attchd,Fin,1966.0,2,1,6,Gd,Gd,TA,No,1,Gd,16492,137.0,20,RL,1Story,0,190000
7,1886,Gilbert,1998,1999,5,930,0,956,930,2,431,Attchd,Fin,1998.0,2,1,10,Gd,Gd,Gd,No,1,TA,11214,65.0,60,RL,2Story,0,199900
6,1376,IDOTRR,1937,1950,6,780,0,780,596,1,198,Detchd,Unf,1937.0,2,0,7,TA,TA,TA,No,1,Gd,8600,50.0,50,RM,1.5Fin,0,119500
3,1183,OldTown,1948,2002,7,649,331,679,504,1,308,Detchd,Unf,1981.0,1,1,6,TA,TA,TA,No,0,Npfireplace,6000,50.0,50,RM,1.5Fin,176,120000
6,813,OldTown,1930,2005,8,813,0,813,0,1,270,Detchd,Unf,1932.0,1,0,5,Gd,TA,TA,No,0,Npfireplace,5684,70.0,30,RM,1Story,113,110000
7,1533,ClearCr,1975,1975,5,1533,655,1533,0,2,576,Attchd,Unf,1975.0,2,0,5,Gd,TA,Gd,Gd,2,TA,70761,62.0,20,RL,1Story,54,280000
6,1756,Timber,1996,1997,5,872,742,888,868,2,422,Attchd,Fin,1996.0,2,1,7,TA,Gd,Ex,No,0,Npfireplace,9303,72.0,60,RL,2Story,122,204000
8,1590,Somerst,2008,2008,5,768,0,786,804,2,676,Attchd,RFn,2008.0,2,1,6,Gd,Gd,Gd,No,0,Npfireplace,9000,75.0,60,FV,2Story,30,210000
5,1728,Mitchel,1976,1976,5,1728,1606,1728,0,2,560,Detchd,Unf,1976.0,2,0,8,TA,TA,TA,No,0,Npfireplace,9297,63.0,90,RL,1Story,0,188000
7,1242,NWAmes,1973,1973,6,1242,916,1242,0,2,528,Attchd,Unf,1973.0,1,1,6,TA,TA,TA,No,1,TA,9600,80.0,20,RL,1Story,0,175500
5,1344,OldTown,1916,1950,5,624,0,624,720,3,513,Detchd,Unf,1916.0,1,0,7,TA,TA,TA,No,0,Npfireplace,4571,34.0,70,RM,2Story,0,98000
4,1663,ClearCr,1954,1994,6,1364,1116,1663,0,2,529,Attchd,Fin,1954.0,1,0,6,Gd,TA,Gd,Gd,2,Gd,53227,80.0,20,RL,1Story,137,256000
8,1666,OldTown,1925,1996,7,588,0,833,833,1,228,Detchd,Unf,1925.0,1,0,7,Gd,TA,TA,No,1,Gd,5100,60.0,70,RM,2Story,63,161000
5,1203,BrkSide,1950,1950,4,709,185,979,224,1,352,Detchd,Unf,1950.0,1,0,5,Gd,TA,TA,No,1,TA,7015,51.0,50,RL,1.5Fin,0,110000
8,1935,Somerst,2009,2009,5,832,544,832,1103,2,552,BuiltIn,Fin,2009.0,2,1,8,TA,Gd,Gd,No,0,Npfireplace,8004,75.0,60,FV,2Story,150,263435
7,1135,SWISU,1936,2007,9,560,350,575,560,2,576,Detchd,RFn,1971.0,1,0,6,Gd,Gd,Gd,No,0,Npfireplace,7200,60.0,70,RL,2Story,0,155000
5,864,Sawyer,1965,1965,5,864,553,864,0,1,360,Detchd,Unf,1965.0,1,0,5,TA,TA,TA,No,1,Po,8281,60.0,20,RL,1Story,0,62383
6,1660,Crawfor,1934,1995,7,715,326,849,811,1,240,Detchd,Unf,1939.0,1,1,6,TA,TA,TA,No,1,Gd,11988,74.0,70,RL,2Story,0,188700
5,1040,CollgCr,1978,1978,5,1040,616,1040,0,0,0,NoGarage,NoGarage,0.0,2,0,5,TA,TA,Gd,No,0,Npfireplace,8430,60.0,20,RL,1Story,0,124000
7,1414,Blmngtn,2004,2004,5,1375,0,1414,0,2,398,Attchd,Fin,2004.0,2,0,6,Gd,Gd,Gd,No,1,TA,3072,43.0,120,RM,1Story,20,178740
7,1277,NAmes,1970,1970,5,1277,778,1277,0,2,526,Attchd,Unf,1970.0,1,0,5,TA,TA,TA,Gd,1,Po,10628,85.0,20,RL,1Story,0,167000
5,1644,NAmes,1942,1995,7,728,386,888,756,1,312,Attchd,Unf,1942.0,1,1,7,Gd,TA,TA,No,2,Gd,9480,79.0,70,RL,2Story,0,146500
8,1634,NridgHt,2006,2006,5,1626,0,1634,0,3,866,Attchd,RFn,2006.0,2,0,7,Gd,Gd,Gd,No,1,Gd,11428,98.0,20,RL,1Story,44,250000
6,1710,SawyerW,1993,1993,5,832,426,832,878,2,506,Attchd,RFn,1993.0,2,1,7,Gd,Gd,Gd,No,0,Npfireplace,9291,76.0,60,RL,2Story,70,187000
8,1502,StoneBr,1985,1985,5,1488,368,1502,0,2,528,Attchd,RFn,1985.0,1,1,4,Gd,Gd,Gd,Av,0,Npfireplace,6820,63.0,120,RL,1Story,54,212000
7,1969,NWAmes,1977,1977,6,808,0,1161,808,2,534,Attchd,RFn,1977.0,2,1,8,TA,TA,Gd,No,1,Gd,11952,92.0,60,RL,2Story,0,190000
6,1072,Edwards,2005,2005,5,547,459,1072,0,2,525,Basment,RFn,2005.0,1,0,5,TA,TA,Gd,Gd,0,Npfireplace,3675,35.0,180,RM,SLvl,28,148000
8,1976,NridgHt,2006,2007,5,1976,1350,1976,0,3,908,Attchd,RFn,2006.0,2,0,7,Gd,Gd,Ex,Gd,1,Ex,14977,110.0,20,RL,1Story,63,440000
8,1652,StoneBr,2000,2000,5,1494,1196,1652,0,2,499,Attchd,RFn,2000.0,2,0,6,Ex,Gd,Gd,Av,0,Npfireplace,5330,41.0,120,RL,1Story,48,251000
5,970,Sawyer,1963,1963,6,970,630,970,0,2,624,Detchd,Unf,1996.0,1,0,5,TA,TA,TA,No,0,Npfireplace,8480,80.0,20,RL,1Story,24,132500
6,1493,CollgCr,1997,1998,5,1478,994,1493,0,2,508,Attchd,Fin,1997.0,2,0,7,Gd,TA,Gd,Gd,1,TA,13125,75.0,20,RL,1Story,39,208900
9,2643,NridgHt,2006,2006,5,2153,0,2069,574,3,694,BuiltIn,Fin,2006.0,2,1,9,Ex,Ex,Gd,Av,1,Gd,13693,105.0,60,RL,2Story,84,380000
8,1718,CollgCr,2007,2008,5,1705,1288,1718,0,3,826,Attchd,RFn,2007.0,2,0,7,Gd,Gd,Ex,Gd,1,Gd,10637,79.0,20,RL,1Story,44,297000
4,1131,OldTown,1937,2000,7,907,168,1131,0,2,672,Detchd,Unf,1995.0,1,0,7,TA,TA,Fa,No,0,Npfireplace,5925,50.0,30,RM,1Story,72,89471
9,1850,NridgHt,2004,2005,5,1833,1261,1850,0,3,772,Attchd,Fin,2004.0,2,0,8,Gd,Gd,Ex,Gd,1,Gd,16033,98.0,20,RL,1Story,112,326000
9,1792,NridgHt,2003,2004,5,1792,1567,1792,0,3,874,Attchd,Fin,2003.0,2,0,6,Ex,Gd,Ex,Gd,1,Gd,11846,72.0,20,RL,1Story,49,374000
7,1826,OldTown,1915,2005,8,910,299,916,910,1,164,Attchd,Unf,1915.0,1,1,7,Ex,Gd,TA,No,1,Gd,2500,50.0,70,RM,2Story,0,155000
6,1216,Mitchel,1998,1998,5,1216,897,1216,0,2,402,Attchd,Unf,1998.0,2,0,5,TA,TA,Ex,No,0,Npfireplace,4500,32.0,120,RM,1Story,125,164000
5,999,Sawyer,1962,2001,7,999,588,999,0,1,264,Detchd,Unf,1963.0,1,0,6,Gd,TA,TA,No,0,Npfireplace,7758,70.0,20,RL,1Story,132,132500
5,1113,NAmes,1950,2007,7,1113,607,1113,0,1,264,Attchd,Unf,1950.0,1,0,5,Gd,Gd,TA,No,1,Gd,9600,80.0,20,RL,1Story,80,147000
5,1073,NAmes,1965,1965,7,1073,836,1073,0,2,515,Attchd,RFn,1965.0,1,1,6,TA,TA,TA,No,0,Npfireplace,10289,79.0,20,RL,1Story,0,156000
5,1484,NWAmes,1971,1971,6,1484,998,1484,0,2,487,Attchd,Unf,1971.0,2,0,7,TA,TA,Gd,Av,1,TA,12243,70.0,20,RL,1Story,0,175000
5,2414,OldTown,1900,1970,4,954,664,1766,648,2,520,Attchd,Unf,1970.0,2,0,10,TA,TA,TA,No,1,Gd,10800,60.0,190,RL,1.5Fin,0,160000
4,630,MeadowV,1970,2002,8,630,515,630,0,1,286,Attchd,Unf,1970.0,1,0,3,Gd,TA,Gd,Av,0,Npfireplace,1526,21.0,180,RM,SFoyer,0,86000
5,1304,MeadowV,1976,1976,6,264,0,616,688,1,336,BuiltIn,Fin,1976.0,1,1,4,TA,TA,Gd,Mn,1,Gd,2665,21.0,160,RM,2Story,24,115000
6,1578,NAmes,1941,1950,7,806,403,958,620,1,240,Attchd,Unf,1941.0,1,0,5,Fa,TA,TA,No,2,TA,9490,79.0,50,RL,1.5Fin,0,133000
6,1456,Gilbert,2006,2006,5,728,0,728,728,2,429,Attchd,RFn,2006.0,2,1,8,TA,Gd,Gd,No,0,Npfireplace,15578,105.0,60,RL,2Story,0,172785
5,1269,NAmes,1960,1960,6,1269,374,1269,0,1,308,Detchd,Unf,1964.0,1,1,6,TA,TA,TA,No,1,Fa,7931,70.0,20,RL,1Story,0,155000
5,886,OldTown,1938,1996,8,190,0,886,0,1,273,Attchd,Unf,1938.0,1,0,4,TA,TA,Fa,No,0,Npfireplace,5784,50.0,30,RM,1Story,20,91300
4,720,IDOTRR,1920,1950,5,720,495,720,0,0,0,NoGarage,NoGarage,0.0,1,0,4,TA,TA,TA,No,0,Npfireplace,7879,60.0,30,C (all),1Story,523,34900
8,3228,NoRidge,1992,1993,5,3200,1231,3228,0,2,546,Attchd,RFn,1992.0,3,0,10,Gd,Gd,Gd,No,1,Gd,12692,91.0,20,RL,1Story,75,430000
7,1820,BrkSide,1925,1950,6,1026,329,1133,687,1,240,Detchd,Unf,1925.0,2,0,8,TA,TA,TA,No,0,Npfireplace,9120,60.0,50,RL,1.5Fin,100,184000
5,899,Sawyer,1967,2004,7,864,450,899,0,1,288,Attchd,Fin,1967.0,1,0,5,Gd,TA,TA,No,0,Npfireplace,7800,65.0,20,RL,1Story,0,130000
5,912,NAmes,1958,1985,7,912,111,912,0,1,297,Attchd,Fin,1958.0,1,0,5,TA,TA,TA,No,0,Npfireplace,7535,70.0,20,RL,1Story,285,120000
6,1218,BrDale,1973,1973,5,672,356,672,546,1,264,Detchd,Unf,1973.0,1,1,7,TA,TA,TA,No,0,Npfireplace,1890,21.0,160,RM,2Story,28,113000
7,1768,Somerst,2005,2005,5,866,400,866,902,2,603,Attchd,RFn,2005.0,2,1,7,Gd,Gd,Gd,No,0,Npfireplace,9803,75.0,60,FV,2Story,108,226700
5,1214,Edwards,1965,1965,7,1214,698,1214,0,2,461,Detchd,Unf,1965.0,1,0,6,TA,TA,TA,No,0,Npfireplace,9170,70.0,20,RL,1Story,0,140000
