OverallQual,GrLivArea,Neighborhood,YearBuilt,YearRemodAdd,OverallCond,TotalBsmtSF,BsmtFinSF1,1stFlrSF,2ndFlrSF,GarageCars,GarageArea,GarageType,GarageFinish,GarageYrBlt,FullBath,HalfBath,TotRmsAbvGrd,KitchenQual,ExterQual,BsmtQual,BsmtExposure,Fireplaces,FireplaceQu,LotArea,LotFrontage,MSSubClass,MSZoning,HouseStyle,OpenPorchSF,SalePrice
6,1660,Crawfor,1934,1995,7,715,326,849,811,1,240,Detchd,Unf,1939.0,1,1,6,TA,TA,TA,No,1,Gd,11988,74.0,70,RL,2Story,0,188700
5,1144,Edwards,1956,1956,6,1144,739,1144,0,1,596,Attchd,Unf,1956.0,1,0,6,TA,TA,TA,Av,0,Npfireplace,9571,68.0,20,RL,1Story,0,129000
5,1734,Mitchel,1977,1977,5,0,0,1302,432,2,539,Attchd,Unf,1977.0,2,0,8,Gd,TA,NoBasement,NoBasement,0,Npfireplace,10125,75.0,90,RL,1.5Fin,0,126000
6,1348,NAmes,1966,1966,5,660,512,660,688,2,453,Attchd,RFn,1966.0,1,1,6,TA,TA,TA,No,1,Fa,7590,69.0,60,RL,2Story,108,155000
6,848,CollgCr,2004,2004,5,848,662,848,0,2,420,Attchd,RFn,2004.0,1,0,3,Gd,Gd,Gd,Av,1,Gd,4438,69.0,120,RM,1Story,0,149000
5,1306,NAmes,1957,2000,7,992,860,1306,0,1,756,Detchd,Unf,1968.0,1,0,5,TA,TA,TA,Mn,0,Npfireplace,8712,64.0,20,RL,1Story,0,153000
4,2290,OldTown,1885,1950,6,777,0,1246,1044,2,560,Detchd,Unf,1971.0,2,0,11,TA,TA,TA,No,0,Npfireplace,11340,60.0,190,RM,2Story,0,122500
5,1601,Sawyer,1958,1987,6,533,0,1021,580,1,300,BuiltIn,RFn,1958.0,1,0,6,TA,TA,TA,No,0,Npfireplace,13825,85.0,80,RL,SLvl,34,140000
6,1602,NWAmes,1977,2000,7,1602,1246,1602,0,2,529,Attchd,Fin,1977.0,2,0,8,Gd,Gd,Gd,No,1,TA,16635,80.0,20,RL,1Story,0,215000
6,1196,NAmes,1956,1956,5,1196,616,1196,0,1,297,Attchd,RFn,1956.0,1,0,6,TA,TA,Gd,No,1,Gd,9000,72.0,20,RL,1Story,44,139000
6,2158,Edwards,1950,2001,7,1202,477,2158,0,2,576,Attchd,Unf,1950.0,2,0,7,Gd,TA,TA,Av,1,Gd,12615,84.0,20,RL,1Story,29,243000
8,1234,CollgCr,2007,2007,5,1234,0,1234,0,2,484,Attchd,RFn,2007.0,2,0,7,Gd,Gd,Ex,Av,0,Npfireplace,11049,85.0,20,RL,1Story,30,179900
5,1750,OldTown,1880,1991,6,636,0,1089,661,1,240,Detchd,Unf,1937.0,1,0,8,Ex,TA,Fa,No,0,Npfireplace,9000,50.0,70,RM,2Story,0,124000
8,2217,NAmes,1970,1970,6,2217,351,2217,0,2,621,Attchd,Unf,1970.0,2,0,8,Gd,Gd,TA,Gd,1,TA,15865,95.0,20,RL,1Story,207,268000
5,1803,Sawyer,1957,2000,4,1134,168,1803,0,2,484,Attchd,RFn,1957.0,2,0,8,TA,TA,TA,No,1,TA,13125,88.0,20,RL,1Story,0,155000
10,2007,Somerst,2008,2008,5,1017,765,1026,981,3,812,Attchd,Fin,2008.0,2,1,10,Ex,Ex,Ex,Av,1,Ex,11003,85.0,60,FV,2Story,52,310000
5,1110,Mitchel,1978,1978,6,1097,1097,1110,0,2,602,Attchd,Fin,1978.0,1,0,4,Gd,TA,Gd,Av,1,TA,9101,75.5,85,RL,SFoyer,30,165500
5,899,Sawyer,1967,2004,7,864,450,899,0,1,288,Attchd,Fin,1967.0,1,0,5,Gd,TA,TA,No,0,Npfireplace,7800,65.0,20,RL,1Story,0,130000
6,848,CollgCr,2003,2003,5,848,659,848,0,2,420,Attchd,Fin,2003.0,1,0,3,Gd,Gd,Gd,Av,0,Npfireplace,4435,36.0,120,RM,1Story,0,131500
6,752,SawyerW,1984,1984,5,744,623,752,0,1,264,Attchd,Unf,1984.0,1,0,4,TA,TA,Gd,No,0,Npfireplace,7175,50.0,120,RL,1Story,0,125000
5,894,Sawyer,1968,1968,5,894,492,894,0,2,450,Attchd,Fin,1968.0,1,0,5,TA,TA,Gd,No,1,Po,8724,109.0,20,RL,1Story,0,129000
6,1406,IDOTRR,1920,1950,7,319,0,1035,371,0,0,NoGarage,NoGarage,0.0,1,0,6,Fa,TA,TA,No,0,Npfireplace,7920,60.0,50,RM,1.5Fin,144,89500
4,882,OldTown,1956,1956,6,882,0,882,0,0,0,NoGarage,NoGarage,0.0,1,0,4,TA,TA,TA,No,0,Npfireplace,5500,55.0,45,RL,1.5Unf,0,103200
10,3627,NoRidge,1995,1996,5,1930,1387,1831,1796,3,807,Attchd,Fin,1995.0,3,1,10,Gd,Gd,Ex,Gd,1,TA,35760,118.0,60,RL,2Story,76,625000
5,864,NAmes,1950,2002,8,864,398,864,0,2,720,Detchd,RFn,1980.0,1,0,5,Gd,TA,TA,No,0,Npfireplace,7200,60.0,20,RL,1Story,0,129000
6,1198,OldTown,1920,1998,7,901,0,1088,110,0,0,NoGarage,NoGarage,0.0,1,0,7,TA,TA,TA,No,0,Npfireplace,5586,60.0,50,RM,1.5Fin,98,79900
6,848,CollgCr,2004,2004,5,848,662,848,0,2,420,Attchd,RFn,2004.0,1,0,3,Gd,Gd,Gd,Av,0,Npfireplace,4426,69.0,120,RM,1Story,0,143000
7,1954,Crawfor,1939,2006,9,798,341,1137,817,2,431,Attchd,Unf,1939.0,1,1,8,Gd,Gd,TA,No,2,TA,15660,66.0,50,RL,1.5Fin,119,311500
7,2046,NridgHt,2003,2004,5,998,866,1006,1040,3,871,BuiltIn,RFn,2003.0,2,1,8,Gd,Gd,Gd,No,1,Gd,10625,85.0,60,RL,2Story,62,284000
8,2794,NoRidge,1995,1996,5,1462,689,1490,1304,3,810,Attchd,Fin,1995.0,2,1,9,Ex,Gd,Gd,No,1,TA,15138,174.0,60,RL,2Story,146,403000
6,1743,NWAmes,1968,1968,6,702,384,1041,702,2,539,Attchd,Unf,1968.0,1,2,7,TA,Gd,TA,No,1,Gd,11700,90.0,60,RL,2Story,0,175000
5,3086,ClearCr,1946,1994,6,1598,152,1636,971,0,0,NoGarage,NoGarage,0.0,3,0,12,Ex,TA,TA,No,1,Gd,18030,138.0,50,RL,1.5Fin,0,200500
8,1518,NridgHt,2003,2004,5,1518,1218,1518,0,2,588,Attchd,RFn,2003.0,1,1,6,Ex,Ex,Ex,Gd,1,Gd,12677,62.0,120,RL,1Story,140,274000
5,1728,Mitchel,1976,1976,5,1728,1606,1728,0,2,560,Detchd,Unf,1976.0,2,0,8,TA,TA,TA,No,0,Npfireplace,9297,63.0,90,RL,1Story,0,188000
6,838,BrkSide,1918,2000,7,816,210,838,0,1,275,Detchd,Fin,1961.0,1,0,5,Fa,TA,TA,Mn,0,Npfireplace,10267,55.0,30,RL,1Story,0,130000
7,1710,OldTown,1921,1950,6,576,0,902,808,2,480,Detchd,Unf,1990.0,2,0,9,TA,TA,TA,No,0,Npfireplace,10300,50.0,70,RM,2Story,11,140000
7,1716,CollgCr,1996,1996,5,880,0,909,807,2,512,Attchd,RFn,1996.0,2,1,7,Gd,Gd,Gd,No,1,TA,8750,70.0,60,RL,2Story,120,191000
4,1092,MeadowV,1970,1970,5,546,0,546,546,1,286,Attchd,Unf,1970.0,1,1,6,TA,TA,TA,No,0,Npfireplace,2001,21.0,160,RM,2Story,0,75000
7,1498,CollgCr,2006,2006,5,1498,0,1498,0,2,675,Attchd,RFn,2006.0,2,0,5,Gd,Gd,Gd,Mn,0,Npfireplace,8990,73.0,20,RL,1Story,33,204900
8,1872,CollgCr,2001,2001,5,1299,990,1299,573,2,531,BuiltIn,RFn,2001.0,2,1,7,Ex,Gd,Gd,Av,1,TA,11885,69.0,60,RL,2Story,122,261500
7,1644,SawyerW,1989,1989,5,1518,1518,1644,0,2,569,Attchd,Fin,1989.0,2,0,5,Gd,Gd,Gd,Gd,1,TA,12800,68.0,80,RL,SLvl,0,275000
6,848,CollgCr,2003,2003,5,848,686,848,0,2,420,Attchd,Fin,2003.0,1,0,3,Gd,Gd,Gd,Av,0,Npfireplace,4435,37.0,120,RM,1Story,0,136500
4,1470,Edwards,1954,1972,6,941,0,997,473,1,548,Detchd,Unf,1958.0,2,0,7,TA,TA,TA,No,0,Npfireplace,8172,60.0,50,RL,1.5Fin,0,135000
6,1309,NWAmes,1974,1999,6,1040,663,1309,0,2,484,Attchd,RFn,1974.0,1,1,5,Gd,TA,TA,No,1,Fa,10140,78.0,20,RL,1Story,0,181000
6,864,NAmes,1959,1959,6,864,612,864,0,1,300,Detchd,Unf,2008.0,1,0,5,TA,TA,TA,No,0,Npfireplace,9100,70.0,20,RL,1Story,0,127500
6,1635,BrkSide,1923,1950,7,1065,300,915,720,2,440,Detchd,Unf,1950.0,1,1,6,TA,TA,Gd,No,1,Gd,8737,70.0,50,RL,1.5Fin,38,210000
7,1428,Somerst,2008,2008,5,1417,0,1428,0,2,554,Attchd,RFn,2008.0,2,0,6,Ex,Gd,Gd,No,0,Npfireplace,12274,91.0,20,RL,1Story,60,227680
4,1317,IDOTRR,1920,1950,4,649,0,649,668,1,250,Detchd,Unf,1920.0,1,0,6,TA,TA,TA,No,0,Npfireplace,8500,50.0,70,C (all),2Story,54,40000
8,1739,Somerst,1999,2000,5,970,649,983,756,2,480,Attchd,Fin,1999.0,2,1,7,Gd,Gd,Gd,No,0,Npfireplace,2645,24.0,160,FV,2Story,0,172500
5,923,Mitchel,1984,1985,5,876,658,923,0,1,264,Attchd,Unf,1984.0,1,0,5,TA,TA,TA,No,0,Npfireplace,6951,37.0,20,RL,1Story,0,119500
5,1256,Edwards,1965,1965,6,1256,830,1256,0,1,276,Attchd,Fin,1965.0,1,1,6,TA,Gd,TA,No,0,Npfireplace,9937,75.0,20,RL,1Story,68,147500
5,1015,BrkSide,1925,1950,7,768,489,1015,0,1,450,Detchd,Unf,1925.0,1,0,6,TA,TA,TA,No,0,Npfireplace,6120,51.0,30,RM,1Story,0,88000
6,832,NAmes,1954,1954,6,832,0,832,0,2,528,Detchd,Unf,1962.0,1,0,4,Gd,TA,TA,No,0,Npfireplace,7227,59.0,45,RL,1.5Unf,0,105500
7,1630,CollgCr,2000,2001,5,1630,0,1630,0,2,451,Attchd,Unf,2000.0,2,0,6,Gd,Gd,Gd,No,1,TA,9750,75.0,20,RL,1Story,234,213000
5,768,CollgCr,1972,2003,8,768,660,768,0,1,396,Detchd,Fin,1974.0,1,0,5,TA,TA,Gd,Av,0,Npfireplace,7200,60.0,85,RL,SFoyer,0,133900
4,1196,IDOTRR,1916,1990,7,1196,197,1196,0,2,440,Detchd,Unf,1957.0,1,0,5,TA,TA,TA,No,0,Npfireplace,4800,40.0,30,RM,1Story,0,109900
5,1073,NAmes,1965,1965,7,1073,836,1073,0,2,515,Attchd,RFn,1965.0,1,1,6,TA,TA,TA,No,0,Npfireplace,10289,79.0,20,RL,1Story,0,156000
7,1560,Mitchel,2003,2003,5,1560,0,1560,0,2,573,Attchd,Fin,2003.0,2,0,7,Gd,Gd,Ex,No,0,Npfireplace,9196,129.0,20,RL,1Story,150,201000
4,951,IDOTRR,1936,1950,6,951,285,951,0,1,327,Detchd,Unf,1936.0,1,0,6,TA,TA,TA,No,0,Npfireplace,8765,50.0,30,RM,1Story,28,106500
5,1268,CollgCr,1977,1989,7,1268,196,1268,0,1,252,Detchd,Unf,1978.0,1,1,5,Gd,TA,Gd,Av,0,Npfireplace,9286,69.0,20,RL,1Story,0,143500
7,1478,Somerst,2009,2009,5,1470,578,1478,0,2,484,Attchd,Fin,2009.0,2,1,7,Gd,Ex,Ex,Av,1,Gd,4403,72.0,20,FV,1Story,144,222000
6,1062,Mitchel,1976,1976,5,1029,539,1062,0,2,539,Attchd,RFn,1976.0,1,0,5,TA,TA,Gd,Av,2,TA,11333,75.5,80,RL,SLvl,0,146800
4,1225,NAmes,1959,1959,5,950,569,1225,0,0,0,NoGarage,NoGarage,0.0,1,1,6,TA,TA,TA,No,0,Npfireplace,9320,77.0,20,RL,1Story,0,128950
7,1500,CollgCr,2004,2004,5,1500,20,1500,0,2,570,Attchd,RFn,2004.0,2,0,6,Gd,Gd,Gd,Av,0,Npfireplace,8487,63.0,20,RL,1Story,36,190000
6,996,SawyerW,1992,1992,6,936,747,996,0,2,564,Attchd,Unf,1992.0,1,0,5,Gd,TA,Gd,Av,0,Npfireplace,9069,73.0,85,RL,SFoyer,0,147000
7,1840,CollgCr,2001,2001,5,944,666,944,896,2,622,Attchd,RFn,2001.0,2,1,6,Gd,Gd,Gd,No,0,Npfireplace,12420,79.0,60,RL,2Story,45,230000
5,892,NAmes,1966,1966,5,864,340,892,0,1,264,Attchd,RFn,1966.0,1,0,5,TA,TA,TA,No,0,Npfireplace,9477,73.0,20,RL,1Story,0,110000
5,1155,Sawyer,1961,1995,7,1109,899,1155,0,2,576,Detchd,Unf,1987.0,1,0,6,Gd,TA,TA,Av,0,Npfireplace,11782,88.0,85,RL,SFoyer,0,148000
5,1964,SWISU,1911,1950,6,940,0,1024,940,0,0,NoGarage,NoGarage,0.0,1,1,7,TA,TA,TA,Av,0,Npfireplace,8525,55.0,70,RH,2Story,192,130000
8,1919,CollgCr,2006,2006,5,1079,0,1079,840,2,685,Attchd,RFn,2006.0,2,1,8,Gd,Gd,Gd,Av,1,Gd,15611,120.0,60,RL,2Story,51,233230
7,1616,Somerst,2005,2005,5,1616,0,1616,0,3,834,Attchd,RFn,2005.0,2,0,7,Gd,Gd,Gd,Av,0,Npfireplace,8688,73.0,20,RL,1Story,59,232000
5,1812,OldTown,1900,1996,9,360,0,1032,780,2,672,Detchd,Unf,1999.0,2,0,8,Gd,TA,Gd,No,1,Po,7630,76.0,190,RM,2Story,0,140000
5,894,Sawyer,1974,1974,5,864,762,894,0,2,440,Attchd,Unf,1974.0,1,0,5,TA,TA,TA,No,1,Fa,13350,100.0,20,RL,1Story,0,142500
7,1654,CollgCr,2002,2002,5,1654,986,1654,0,3,900,Attchd,Unf,2002.0,2,0,6,Gd,Gd,Gd,No,0,Npfireplace,8125,69.0,20,RL,1Story,136,230000
6,1811,Crawfor,1956,2004,7,1073,296,1811,0,2,470,Attchd,Fin,1956.0,1,0,6,Ex,TA,TA,No,1,Gd,14115,90.0,20,RL,1Story,0,230000
5,1126,NWAmes,1977,1977,6,1126,767,1126,0,2,540,Attchd,RFn,1977.0,2,0,6,Ex,TA,Gd,Av,0,Npfireplace,15611,80.0,20,RL,1Story,0,175000
5,1392,Sawyer,1957,1996,6,1392,1302,1392,0,2,528,Detchd,Unf,1957.0,1,1,5,TA,TA,Gd,No,1,Gd,11341,70.0,20,RL,1Story,0,121500
6,1792,Gilbert,2000,2000,5,936,0,962,830,2,451,Attchd,Fin,2000.0,2,1,8,TA,TA,Gd,No,1,TA,10261,93.0,60,RL,2Story,0,186500
5,864,CollgCr,1972,1972,7,864,360,864,0,1,288,Attchd,RFn,1972.0,1,0,5,TA,TA,TA,Mn,0,Npfireplace,9560,120.0,20,RL,1Story,0,128500
4,1192,NAmes,1949,1950,4,720,0,720,472,0,0,NoGarage,NoGarage,0.0,1,1,6,TA,TA,TA,No,0,Npfireplace,10800,60.0,50,RL,1.5Fin,0,135000
9,1684,NridgHt,2005,2005,5,1684,28,1684,0,2,564,Attchd,RFn,2005.0,2,0,6,Ex,Ex,Ex,No,1,Ex,8849,63.0,120,RL,1Story,72,266000
8,1624,NoRidge,1994,1995,5,1624,1456,1624,0,3,757,Attchd,RFn,1994.0,2,0,5,Gd,Gd,Gd,No,1,Fa,12461,89.0,20,RL,1Story,114,262000
8,2132,SawyerW,1983,2009,8,1496,1441,1496,636,2,612,BuiltIn,Fin,1983.0,1,1,5,Gd,Gd,Gd,Gd,1,Gd,12327,79.0,50,RL,1.5Fin,40,316600
5,2274,NAmes,1960,1960,5,1105,443,1105,1169,2,480,Detchd,Unf,1960.0,2,0,12,TA,TA,TA,No,0,Npfireplace,11600,80.0,90,RL,2Story,0,154300
5,924,NAmes,1949,2006,7,672,0,672,252,2,576,Detchd,Unf,2003.0,1,0,6,TA,TA,TA,Mn,1,Po,8064,60.0,50,RL,1.5Fin,0,122900
6,1382,NAmes,1962,1962,5,1362,672,1382,0,2,884,Attchd,Unf,1991.0,1,0,6,TA,TA,TA,Gd,1,TA,19296,120.0,80,RL,SLvl,0,176000
5,902,Mitchel,1983,1983,5,864,301,902,0,2,484,Attchd,Unf,1983.0,1,0,5,TA,TA,Gd,Av,0,Npfireplace,8885,75.5,20,RL,1Story,0,131000
7,1484,CollgCr,2004,2005,5,1473,712,1484,0,2,606,Attchd,RFn,2004.0,2,0,7,Gd,Gd,Gd,Av,0,Npfireplace,8400,70.0,20,RL,1Story,35,213000
7,2062,SawyerW,1988,1989,5,1157,1065,1180,882,2,454,Attchd,Fin,1988.0,2,1,7,TA,Gd,Gd,Gd,1,Gd,14364,68.0,60,RL,2Story,55,277000
6,1072,Edwards,2005,2005,5,547,459,1072,0,2,525,Basment,RFn,2005.0,1,0,5,TA,TA,Gd,Gd,0,Npfireplace,3675,35.0,180,RM,SLvl,28,148000
5,1656,NWAmes,1973,1973,5,1656,0,1656,0,2,506,Detchd,Unf,1973.0,2,0,8,TA,TA,TA,No,0,Npfireplace,9246,87.0,90,RL,1Story,211,135000
6,1216,Mitchel,1998,1998,5,1216,897,1216,0,2,402,Attchd,Unf,1998.0,2,0,5,TA,TA,Ex,No,0,Npfireplace,4500,32.0,120,RM,1Story,125,164000
8,1694,NridgHt,2007,2007,5,1694,0,1694,0,3,818,Attchd,Fin,2007.0,2,0,7,Gd,Ex,Ex,No,0,Npfireplace,12030,93.0,20,RL,1Story,228,318000
10,2945,StoneBr,2006,2006,5,1410,0,1426,1519,3,641,BuiltIn,Fin,2006.0,3,1,10,Gd,Ex,Ex,Gd,1,Gd,13682,66.0,60,RL,2Story,0,438780
5,1320,Sawyer,1966,1966,6,1164,328,1320,0,2,564,Attchd,RFn,1966.0,1,0,6,TA,TA,TA,Av,2,Fa,11777,96.0,80,RL,SLvl,68,164500
8,2028,Timber,2005,2006,5,1868,1460,2028,0,3,880,Attchd,RFn,2005.0,2,0,7,Gd,Gd,Ex,Gd,2,Gd,11443,88.0,20,RL,1Story,66,369900
7,1922,Edwards,2003,2003,5,0,0,495,1427,2,672,BuiltIn,RFn,2003.0,3,0,7,Gd,Gd,NoBasement,NoBasement,1,Ex,7301,64.0,85,RL,SFoyer,0,198500
8,2531,NoRidge,1995,1995,5,1318,56,1328,1203,3,752,Attchd,RFn,1995.0,2,1,9,Gd,Gd,Gd,Av,1,TA,12257,65.0,60,RL,2Story,98,290000
5,1060,MeadowV,1976,1976,7,1040,840,1060,0,2,572,Attchd,Unf,1976.0,1,0,6,TA,TA,Gd,No,1,TA,4224,44.0,120,RM,1Story,110,129900
5,789,OldTown,1948,1950,5,789,104,789,0,1,250,Detchd,Unf,1948.0,1,0,5,TA,TA,TA,No,0,Npfireplace,6000,50.0,20,RM,1Story,0,115000
5,1002,NAmes,1970,1970,6,1002,828,1002,0,2,902,Detchd,Unf,1973.0,1,0,5,TA,TA,TA,No,0,Npfireplace,8750,73.0,20,RL,1Story,0,148500
5,860,Sawyer,1982,1982,6,840,672,860,0,2,528,Detchd,Unf,1996.0,1,0,4,TA,TA,TA,Av,0,Npfireplace,8740,74.0,85,RL,SFoyer,0,137000
6,1471,Somerst,1999,1999,5,729,381,742,729,2,440,Detchd,Unf,1999.0,2,1,6,TA,TA,Gd,No,0,Npfireplace,3230,34.0,160,FV,2Story,24,172500
9,1709,Somerst,1999,2000,5,1698,1238,1709,0,2,506,Attchd,Fin,1999.0,2,0,5,Gd,Gd,Ex,Av,1,TA,5119,50.0,120,FV,1Story,65,328900
6,1291,ClearCr,1996,1997,5,1291,1003,1291,0,2,431,Attchd,Unf,1996.0,1,0,6,Gd,TA,Gd,Mn,1,Gd,2887,80.0,120,RL,1Story,0,173000
8,2872,NoRidge,1992,2000,5,1683,700,2129,743,2,541,Attchd,Fin,1992.0,2,1,9,Gd,Gd,Gd,No,1,TA,10678,85.0,50,RL,1.5Fin,33,285000
6,1657,NAmes,1970,1970,3,1657,1237,1657,0,2,484,Attchd,Unf,1970.0,2,0,7,TA,TA,Gd,No,1,TA,12155,73.0,20,RL,1Story,0,163500
5,1647,Crawfor,1977,1977,6,1430,1283,1647,0,2,621,Attchd,Fin,1977.0,2,0,7,Gd,TA,Gd,Mn,1,TA,12984,80.0,20,RL,1Story,0,217500
7,3493,OldTown,1880,2002,9,1470,0,1675,1818,3,870,Attchd,Unf,2003.0,3,0,10,Gd,TA,TA,No,1,Ex,18386,87.0,75,RM,2.5Fin,0,295000
7,999,NAmes,1961,2007,9,944,867,999,0,2,588,Attchd,RFn,1961.0,1,0,6,Ex,Ex,TA,Av,0,Npfireplace,12122,73.0,85,RL,SFoyer,76,178400
5,996,Edwards,1940,1969,6,996,290,996,0,0,0,NoGarage,NoGarage,0.0,1,0,6,TA,TA,TA,No,1,Gd,13907,63.0,30,RL,1Story,0,108000
7,1552,CollgCr,2005,2006,5,1552,24,1552,0,3,782,Attchd,RFn,2005.0,2,0,7,Gd,Gd,Gd,Av,0,Npfireplace,10084,84.0,20,RL,1Story,20,212900
6,1054,NAmes,1969,1969,8,1054,602,1054,0,2,460,Attchd,Unf,1969.0,1,1,6,TA,TA,Gd,No,0,Npfireplace,9750,65.0,20,RL,1Story,0,151000
5,1437,Sawyer,1956,1987,6,1188,988,1437,0,2,576,Detchd,Unf,1999.0,1,1,6,TA,TA,TA,No,1,TA,14175,70.0,20,RL,1Story,0,168000
5,894,CollgCr,1976,1976,6,894,182,894,0,1,308,Attchd,Unf,1976.0,1,0,5,TA,TA,TA,Av,0,Npfireplace,10650,75.0,20,RL,1Story,0,128200
6,1103,OldTown,1925,1980,6,1103,397,1103,0,2,440,Detchd,Unf,1976.0,1,0,5,Gd,TA,TA,No,1,Gd,6000,50.0,30,RM,1Story,120,110500
7,1726,Somerst,2007,2007,5,1726,1126,1726,0,3,786,Attchd,Fin,2007.0,2,0,8,Ex,Ex,Ex,No,1,Gd,9416,79.0,20,RL,1Story,138,311872
7,1490,Gilbert,2004,2005,5,788,724,788,702,2,388,Attchd,Fin,2004.0,2,1,8,Gd,Gd,Gd,Av,1,Gd,15384,60.0,60,RL,2Story,75,184000
6,1337,Mitchel,1998,1998,5,1237,1201,1337,0,2,405,Attchd,Fin,1998.0,2,0,5,TA,TA,Ex,No,0,Npfireplace,4500,32.0,120,RM,1Story,199,153500
6,848,CollgCr,2003,2004,5,848,685,848,0,2,420,Attchd,Fin,2003.0,1,0,4,Gd,Gd,Gd,Av,0,Npfireplace,4435,69.0,120,RM,1Story,0,144000
5,698,Edwards,1947,2008,9,698,0,698,0,0,0,NoGarage,NoGarage,0.0,1,0,4,TA,TA,TA,No,0,Npfireplace,9405,50.0,20,RL,1Story,200,118000
7,1430,Gilbert,2000,2000,5,384,250,774,656,2,400,BuiltIn,Fin,2000.0,2,1,7,TA,TA,Gd,No,1,TA,7750,65.0,80,RL,SLvl,0,180000
7,1689,Somerst,2007,2007,6,1689,0,1689,0,3,954,Attchd,RFn,2007.0,2,0,7,Gd,Gd,Gd,Av,0,Npfireplace,9849,83.0,20,RL,1Story,56,248328
7,1728,CollgCr,2004,2004,5,864,0,864,864,2,572,Attchd,RFn,2004.0,2,1,7,Gd,Gd,Gd,No,0,Npfireplace,9313,65.0,60,RL,2Story,56,190000
8,1660,Somerst,2006,2006,5,1660,1220,1660,0,2,500,Attchd,RFn,2006.0,2,0,8,Gd,Gd,Ex,Mn,1,Gd,10182,85.0,20,RL,1Story,50,290000
8,1908,Timber,2002,2002,5,967,0,993,915,2,431,Attchd,Fin,2002.0,2,1,9,Gd,Gd,Gd,No,0,Npfireplace,14191,85.0,60,RL,2Story,0,202900
7,2110,NAmes,1968,1968,5,2110,1065,2110,0,2,522,Attchd,Fin,1968.0,2,1,8,Ex,Gd,TA,No,2,TA,11160,93.0,20,RL,1Story,0,244000
3,864,Edwards,1914,1950,3,864,41,864,0,0,0,NoGarage,NoGarage,0.0,1,0,5,TA,TA,TA,No,0,Npfireplace,8248,45.0,30,RL,1Story,0,67000
5,1869,OldTown,1890,1996,6,1088,1088,1188,561,2,456,Detchd,Unf,1963.0,1,0,7,TA,TA,TA,No,0,Npfireplace,8820,98.0,50,RM,1.5Fin,0,124900
6,1577,BrkSide,1939,1950,5,972,0,972,605,1,312,Detchd,Unf,1939.0,1,0,6,Fa,TA,TA,No,1,Gd,6435,65.0,50,RL,1.5Fin,0,140200
6,1208,Veenker,1977,1977,6,1208,767,1208,0,2,546,Attchd,RFn,1977.0,1,1,6,TA,Gd,Gd,No,1,TA,11250,68.0,20,RL,1Story,42,165000
5,1040,Sawyer,1963,1963,5,1040,824,1040,0,1,308,Attchd,Fin,1963.0,1,1,5,TA,TA,TA,No,0,Npfireplace,7500,75.0,20,RL,1Story,0,133000
6,1501,Gilbert,1993,1994,5,697,518,697,804,2,420,Attchd,Fin,1993.0,2,1,6,Gd,TA,Gd,No,1,TA,7685,65.0,60,RL,2Story,63,165600
5,630,MeadowV,1970,1970,7,630,553,630,0,0,0,NoGarage,NoGarage,0.0,1,0,3,Ex,TA,Gd,Av,0,Npfireplace,1533,21.0,180,RM,SFoyer,0,92000
5,1164,Edwards,1950,1950,5,1164,1040,1164,0,1,240,Detchd,Unf,1950.0,1,0,5,TA,TA,TA,No,0,Npfireplace,10880,68.0,190,RL,1Story,48,125000
6,1839,Crawfor,1957,2004,7,1477,1186,1839,0,2,416,Attchd,Fin,1957.0,2,0,7,Gd,TA,TA,No,2,TA,14442,110.0,20,RL,1Story,87,257500
5,1144,NAmes,1959,1959,6,1144,748,1144,0,1,796,Attchd,RFn,1959.0,1,0,6,TA,TA,TA,Av,1,TA,8163,70.0,80,RL,SLvl,0,143000
8,1629,Timber,2002,2003,5,1616,1300,1629,0,3,808,Attchd,Fin,2002.0,2,0,9,Gd,Gd,Gd,Av,1,Gd,14536,85.0,20,RL,1Story,252,270000
7,1301,Somerst,2006,2006,5,1293,0,1301,0,2,572,Attchd,RFn,2006.0,2,0,5,Gd,Gd,Gd,No,1,Gd,7200,60.0,20,FV,1Story,121,187750
4,1224,NAmes,1962,1962,5,0,0,1224,0,2,462,CarPort,Unf,1962.0,2,0,6,TA,TA,NoBasement,NoBasement,0,Npfireplace,9842,70.0,90,RL,1Story,0,101800
5,1216,NAmes,1947,1950,5,832,442,832,384,1,336,Detchd,Unf,1947.0,1,0,6,TA,TA,TA,No,0,Npfireplace,8480,80.0,50,RL,1.5Fin,0,118500
5,990,CollgCr,1994,1995,5,990,746,990,0,2,480,Detchd,Unf,2000.0,1,0,5,TA,TA,Gd,No,0,Npfireplace,8072,60.0,20,RL,1Story,64,138000
6,1494,Crawfor,1942,1950,7,771,547,753,741,1,213,Attchd,Unf,1942.0,1,0,7,Gd,TA,TA,No,2,Gd,7500,66.0,70,RL,2Story,0,177500
5,1178,NWAmes,1973,2000,6,1176,1084,1178,0,2,439,Attchd,Unf,1973.0,1,1,5,Gd,TA,Gd,No,1,Fa,10000,80.0,20,RL,1Story,0,157000
7,2291,Gilbert,1999,1999,5,975,0,1005,1286,2,429,BuiltIn,Fin,1999.0,2,1,8,Gd,Gd,Gd,No,1,TA,8738,66.0,60,RL,2Story,0,230000
7,1902,Crawfor,1959,2002,8,1902,1406,1902,0,2,567,Attchd,Fin,1959.0,2,0,7,Ex,Gd,Gd,Av,2,TA,17500,100.0,20,RL,1Story,207,335000
